DATE,DCOILBRENTEU_NBD20001229
2004-06-17,157.57307
2004-06-18,156.90877
2004-06-21,154.20726
2004-06-22,154.78299
2004-06-23,154.16298
2004-06-24,153.72011
2004-06-25,151.68291
2004-06-28,147.20992
2004-06-29,144.41984
2004-06-30,147.12135
2004-07-01,157.57307
2004-07-02,156.59876
2004-07-05,158.23738
2004-07-06,161.51461
2004-07-07,157.75022
2004-07-08,164.43756
2004-07-09,166.43047
2004-07-12,167.09477
2004-07-13,162.44464
2004-07-14,166.12046
2004-07-15,170.10629
2004-07-16,170.46058
2004-07-19,173.02923
2004-07-20,172.54207
2004-07-21,170.41630
2004-07-22,173.42781
2004-07-23,175.33215
2004-07-26,176.04074
2004-07-27,177.54650
2004-07-28,181.93091
2004-07-29,181.26661
2004-07-30,183.65810
2004-08-02,183.12666
2004-08-03,185.20815
2004-08-04,184.89814
2004-08-05,188.17538
2004-08-06,188.79539
2004-08-09,191.36404
2004-08-10,188.21966
2004-08-11,187.99823
2004-08-12,192.64836
2004-08-13,195.43844
2004-08-16,196.41275
2004-08-17,195.08415
2004-08-18,195.39415
2004-08-19,198.58282
2004-08-20,201.32861
2004-08-23,196.58990
2004-08-24,190.38973
2004-08-25,187.73251
2004-08-26,180.02657
2004-08-27,180.33658
2004-08-30,180.60230
2004-08-31,176.26218
2004-09-01,181.39947
2004-09-02,187.73251
2004-09-03,181.88663
2004-09-06,178.91940
2004-09-07,177.98937
2004-09-08,176.74934
2004-09-09,183.56953
2004-09-10,181.70948
2004-09-13,179.93800
2004-09-14,183.08237
2004-09-15,186.13818
2004-09-16,180.15943
2004-09-17,190.78831
2004-09-20,193.09123
2004-09-21,197.34278
2004-09-22,202.21435
2004-09-23,206.06732
2004-09-24,204.29584
2004-09-27,207.57307
2004-09-28,210.45173
2004-09-29,206.11160
2004-09-30,211.51461
2004-10-01,207.52879
2004-10-04,208.10452
2004-10-05,208.59167
2004-10-06,212.35607
2004-10-07,216.91763
2004-10-08,218.82197
2004-10-11,224.75642
2004-10-12,227.10363
2004-10-13,223.29495
2004-10-14,227.23649
2004-10-15,225.95217
2004-10-18,217.71479
2004-10-19,217.93623
2004-10-20,224.88928
2004-10-21,226.12932
2004-10-22,231.53233
2004-10-25,228.87511
2004-10-26,230.46944
2004-10-27,221.39061
2004-10-28,216.47476
2004-10-29,213.28609
2004-11-01,207.44021
2004-11-02,204.82728
2004-11-03,204.34012
2004-11-04,200.70859
2004-11-05,196.50133
2004-11-08,198.31709
2004-11-09,191.62976
2004-11-10,188.52967
2004-11-11,186.97963
2004-11-12,183.03809
2004-11-15,174.13640
2004-11-16,179.27369
2004-11-17,178.34367
2004-11-18,180.69088
2004-11-19,187.28964
2004-11-22,187.15678
2004-11-23,190.56687
2004-11-24,188.75111
2004-11-25,190.96546
2004-11-26,189.85828
2004-11-29,195.08415
2004-11-30,195.88131
2004-12-01,182.41807
2004-12-02,170.46058
2004-12-03,170.81488
2004-12-06,170.19486
2004-12-07,164.34898
2004-12-08,163.41895
2004-12-09,169.75199
2004-12-10,164.92471
2004-12-13,162.84322
2004-12-14,163.99469
2004-12-15,183.92383
2004-12-16,183.74668
2004-12-17,190.69973
2004-12-20,188.97254
2004-12-21,189.37112
2004-12-22,179.09655
2004-12-23,178.43224
2004-12-24,175.37644
2004-12-27,175.37644
2004-12-28,178.21081
2004-12-29,172.40921
2004-12-30,176.26218
2004-12-31,178.83082
2005-01-03,.
2005-01-04,180.46944
2005-01-05,181.57662
2005-01-06,191.54119
2005-01-07,191.67405
2005-01-10,198.00709
2005-01-11,192.42693
2005-01-12,193.75554
2005-01-13,202.65722
2005-01-14,200.44287
2005-01-17,199.73428
2005-01-18,200.08857
2005-01-19,200.00000
2005-01-20,195.12843
2005-01-21,203.18866
2005-01-24,202.56864
2005-01-25,204.34012
2005-01-26,203.45438
2005-01-27,205.97874
2005-01-28,198.18423
2005-01-31,197.12135
2005-02-01,199.82285
2005-02-02,195.61559
2005-02-03,191.00974
2005-02-04,191.58547
2005-02-07,189.10540
2005-02-08,189.50399
2005-02-09,188.17538
2005-02-10,195.03986
2005-02-11,196.67848
2005-02-14,197.12135
2005-02-15,198.89283
2005-02-16,201.15146
2005-02-17,201.15146
2005-02-18,203.10009
2005-02-21,204.11869
2005-02-22,210.80602
2005-02-23,213.28609
2005-02-24,218.06909
2005-02-25,221.65633
2005-02-28,222.01063
2005-03-01,223.51639
2005-03-02,226.08503
2005-03-03,234.23384
2005-03-04,230.73516
2005-03-07,229.71656
2005-03-08,236.00531
2005-03-09,239.63685
2005-03-10,234.89814
2005-03-11,235.38530
2005-03-14,237.73251
2005-03-15,239.01683
2005-03-16,241.85120
2005-03-17,248.13995
2005-03-18,247.87422
2005-03-21,247.07706
2005-03-22,245.30558
2005-03-23,228.16652
2005-03-24,231.84234
2005-03-25,.
2005-03-28,229.18512
2005-03-29,227.72365
2005-03-30,224.22498
2005-03-31,235.69531
2005-04-01,239.76971
2005-04-04,247.65279
2005-04-05,241.49690
2005-04-06,239.50399
2005-04-07,232.81665
2005-04-08,229.53942
2005-04-11,226.79362
2005-04-12,228.21081
2005-04-13,219.97343
2005-04-14,222.36492
2005-04-15,219.30912
2005-04-18,215.14615
2005-04-19,224.93357
2005-04-20,228.21081
2005-04-21,229.09655
2005-04-22,236.97963
2005-04-25,235.16386
2005-04-26,232.37378
2005-04-27,227.14792
2005-04-28,224.71213
2005-04-29,224.13640
2005-05-02,225.37644
2005-05-03,219.13198
2005-05-04,223.02923
2005-05-05,220.59345
2005-05-06,220.10629
2005-05-09,220.15058
2005-05-10,224.13640
2005-05-11,216.60762
2005-05-12,209.92028
2005-05-13,207.48450
2005-05-16,205.58016
2005-05-17,209.52170
2005-05-18,209.69885
2005-05-19,207.79451
2005-05-20,207.75022
2005-05-23,209.38884
2005-05-24,209.43313
2005-05-25,218.06909
2005-05-26,220.15058
2005-05-27,218.86625
2005-05-30,218.46767
2005-05-31,218.33481
2005-06-01,223.47210
2005-06-02,227.19221
2005-06-03,229.84942
2005-06-06,232.99380
2005-06-07,228.60939
2005-06-08,229.93800
2005-06-09,227.45793
2005-06-10,230.20372
2005-06-13,230.29229
2005-06-14,237.02391
2005-06-15,239.68113
2005-06-16,240.47830
2005-06-17,252.08149
2005-06-20,252.87865
2005-06-21,254.03012
2005-06-22,248.27281
2005-06-23,252.56864
2005-06-24,253.36581
2005-06-27,259.07883
2005-06-28,255.75731
2005-06-29,245.43844
2005-06-30,245.17272
2005-07-01,249.82285
2005-07-04,253.01151
2005-07-05,256.24446
2005-07-06,258.54739
2005-07-07,254.87157
2005-07-08,261.29318
2005-07-11,248.44996
2005-07-12,261.07174
2005-07-13,258.32595
2005-07-14,251.50576
2005-07-15,252.34721
2005-07-18,249.11426
2005-07-19,251.32861
2005-07-20,249.73428
2005-07-21,246.19132
2005-07-22,252.34721
2005-07-25,254.69442
2005-07-26,259.43313
2005-07-27,258.37024
2005-07-28,258.10452
2005-07-29,264.70328
2005-08-01,268.20195
2005-08-02,266.29761
2005-08-03,265.89903
2005-08-04,268.46767
2005-08-05,268.95483
2005-08-08,277.05934
2005-08-09,278.07795
2005-08-10,282.41807
2005-08-11,291.85120
2005-08-12,297.87422
2005-08-15,295.30558
2005-08-16,288.30824
2005-08-17,280.82374
2005-08-18,273.47210
2005-08-19,284.36670
2005-08-22,291.71833
2005-08-23,288.57396
2005-08-24,288.97254
2005-08-25,291.76262
2005-08-26,293.31267
2005-08-29,286.84677
2005-08-30,292.95837
2005-08-31,295.83702
2005-09-01,295.79274
2005-09-02,292.07263
2005-09-05,284.14526
2005-09-06,284.14526
2005-09-07,281.66519
2005-09-08,273.07352
2005-09-09,277.32507
2005-09-12,268.77768
2005-09-13,271.52347
2005-09-14,273.25066
2005-09-15,274.13640
2005-09-16,267.84765
2005-09-19,283.61382
2005-09-20,278.91940
2005-09-21,284.80957
2005-09-22,286.27104
2005-09-23,275.33215
2005-09-26,273.38353
2005-09-27,277.05934
2005-09-28,278.16652
2005-09-29,274.66785
2005-09-30,273.25066
2005-10-03,272.98494
2005-10-04,262.04606
2005-10-05,262.75465
2005-10-06,253.32152
2005-10-07,253.72011
2005-10-10,252.48007
2005-10-11,257.30735
2005-10-12,265.32329
2005-10-13,263.41895
2005-10-14,258.85740
2005-10-17,264.88043
2005-10-18,260.62888
2005-10-19,257.44021
2005-10-20,252.61293
2005-10-21,252.17006
2005-10-24,255.27015
2005-10-25,260.05314
2005-10-26,259.34455
2005-10-27,257.30735
2005-10-28,263.37467
2005-10-31,258.94597
2005-11-01,251.06289
2005-11-02,259.21169
2005-11-03,263.72896
2005-11-04,267.84765
2005-11-07,257.70593
2005-11-08,256.37733
2005-11-09,255.58016
2005-11-10,247.34278
2005-11-11,240.47830
2005-11-14,239.59256
2005-11-15,241.14260
2005-11-16,237.73251
2005-11-17,238.26395
2005-11-18,234.01240
2005-11-21,236.31532
2005-11-22,240.07972
2005-11-23,237.95394
2005-11-24,236.53676
2005-11-25,235.38530
2005-11-28,234.32241
2005-11-29,235.78388
2005-11-30,235.82817
2005-12-01,237.59965
2005-12-02,243.17981
2005-12-05,248.22852
2005-12-06,246.58990
2005-12-07,244.33127
2005-12-08,249.15855
2005-12-09,253.23295
2005-12-12,253.45438
2005-12-13,262.00177
2005-12-14,263.90611
2005-12-15,264.26041
2005-12-16,257.35164
2005-12-19,248.40567
2005-12-20,248.36138
2005-12-21,248.22852
2005-12-22,253.76439
2005-12-23,249.24712
2005-12-26,250.39858
2005-12-27,.
2005-12-28,252.03720
2005-12-29,255.62445
2005-12-30,258.37024
2006-01-02,.
2006-01-03,272.40921
2006-01-04,271.25775
2006-01-05,273.16209
2006-01-06,276.48361
2006-01-09,276.83791
2006-01-10,275.99646
2006-01-11,272.54207
2006-01-12,278.78654
2006-01-13,272.71922
2006-01-16,276.08503
2006-01-17,279.98229
2006-01-18,281.66519
2006-01-19,281.84234
2006-01-20,287.51107
2006-01-23,285.91674
2006-01-24,282.63950
2006-01-25,277.28078
2006-01-26,278.69796
2006-01-27,287.64393
2006-01-30,288.48539
2006-01-31,279.84942
2006-02-01,290.69973
2006-02-02,281.17803
2006-02-03,276.97077
2006-02-06,280.42516
2006-02-07,272.98494
2006-02-08,269.35341
2006-02-09,268.82197
2006-02-10,264.21612
2006-02-13,262.00177
2006-02-14,258.06023
2006-02-15,255.40301
2006-02-16,251.46147
2006-02-17,258.37024
2006-02-20,265.94331
2006-02-21,262.84322
2006-02-22,260.00886
2006-02-23,260.00886
2006-02-24,266.29761
2006-02-27,263.24181
2006-02-28,264.74756
2006-03-01,270.68202
2006-03-02,275.77502
2006-03-03,277.63508
2006-03-06,271.96634
2006-03-07,264.79185
2006-03-08,258.72453
2006-03-09,260.49601
2006-03-10,261.47033
2006-03-13,270.10629
2006-03-14,276.30647
2006-03-15,279.53942
2006-03-16,274.88928
2006-03-17,281.39947
2006-03-20,275.90788
2006-03-21,265.54473
2006-03-22,271.16918
2006-03-23,273.51639
2006-03-24,278.03366
2006-03-27,277.19221
2006-03-28,284.80957
2006-03-29,287.33392
2006-03-30,292.07263
2006-03-31,292.55979
2006-04-03,297.96280
2006-04-04,291.98406
2006-04-05,295.57130
2006-04-06,299.29141
2006-04-07,297.20992
2006-04-10,302.03720
2006-04-11,303.45438
2006-04-12,307.97166
2006-04-13,307.30735
2006-04-14,.
2006-04-17,.
2006-04-18,314.30469
2006-04-19,321.92205
2006-04-20,321.39061
2006-04-21,327.45793
2006-04-24,327.54650
2006-04-25,322.67493
2006-04-26,325.33215
2006-04-27,317.93623
2006-04-28,319.53056
2006-05-01,324.93357
2006-05-02,329.71656
2006-05-03,326.52790
2006-05-04,318.15766
2006-05-05,315.41187
2006-05-08,302.30292
2006-05-09,312.66608
2006-05-10,309.25598
2006-05-11,319.75199
2006-05-12,315.76616
2006-05-15,304.20726
2006-05-16,304.07440
2006-05-17,299.02569
2006-05-18,298.44996
2006-05-19,296.41275
2006-05-22,294.59699
2006-05-23,305.44730
2006-05-24,303.14438
2006-05-25,303.41010
2006-05-26,309.47741
2006-05-29,306.28875
2006-05-30,309.21169
2006-05-31,299.24712
2006-06-01,304.56156
2006-06-02,303.01151
2006-06-05,306.15589
2006-06-06,302.25864
2006-06-07,297.47564
2006-06-08,291.23118
2006-06-09,306.15589
2006-06-12,303.89725
2006-06-13,290.83260
2006-06-14,290.16829
2006-06-15,292.47121
2006-06-16,287.90965
2006-06-19,294.06554
2006-06-20,299.24712
2006-06-21,301.90434
2006-06-22,308.23738
2006-06-23,309.61027
2006-06-26,309.34455
2006-06-27,315.58902
2006-06-28,317.80337
2006-06-29,323.38353
2006-06-30,324.18069
2006-07-03,327.45793
2006-07-04,324.04783
2006-07-05,322.76351
2006-07-06,323.82640
2006-07-07,328.34367
2006-07-10,320.59345
2006-07-11,323.91497
2006-07-12,323.47210
2006-07-13,333.17095
2006-07-14,337.15678
2006-07-17,332.68379
2006-07-18,333.56953
2006-07-19,317.18335
2006-07-20,321.34632
2006-07-21,323.11780
2006-07-24,319.26484
2006-07-25,321.03632
2006-07-26,326.66076
2006-07-27,333.74668
2006-07-28,327.50221
2006-07-31,331.04517
2006-08-01,338.30824
2006-08-02,343.79982
2006-08-03,337.82108
2006-08-04,338.92826
2006-08-07,344.64128
2006-08-08,345.12843
2006-08-09,346.58990
2006-08-10,335.20815
2006-08-11,332.99380
2006-08-14,326.74934
2006-08-15,325.81931
2006-08-16,321.83348
2006-08-17,311.86891
2006-08-18,315.76616
2006-08-21,320.72631
2006-08-22,319.13198
2006-08-23,314.96900
2006-08-24,316.20903
2006-08-25,321.43490
2006-08-28,307.52879
2006-08-29,296.76705
2006-08-30,297.38707
2006-08-31,299.64570
2006-09-01,312.17892
2006-09-04,303.89725
2006-09-05,292.02834
2006-09-06,289.68113
2006-09-07,285.73959
2006-09-08,284.76528
2006-09-11,276.39504
2006-09-12,275.59787
2006-09-13,271.39061
2006-09-14,269.04340
2006-09-15,266.74048
2006-09-18,272.23206
2006-09-19,276.88220
2006-09-20,261.69176
2006-09-21,262.48893
2006-09-22,260.45173
2006-09-25,256.37733
2006-09-26,259.21169
2006-09-27,255.09300
2006-09-28,268.73339
2006-09-29,261.69176
2006-10-02,260.40744
2006-10-03,249.24712
2006-10-04,247.20992
2006-10-05,256.55447
2006-10-06,251.99291
2006-10-09,262.40035
2006-10-10,255.97874
2006-10-11,255.75731
2006-10-12,256.28875
2006-10-13,261.16032
2006-10-16,257.83880
2006-10-17,266.29761
2006-10-18,259.12312
2006-10-19,255.71302
2006-10-20,256.59876
2006-10-23,250.48716
2006-10-24,250.48716
2006-10-25,260.36315
2006-10-26,260.23029
2006-10-27,256.82019
2006-10-30,252.79008
2006-10-31,248.58282
2006-11-01,249.64570
2006-11-02,249.15855
2006-11-03,250.44287
2006-11-06,252.52436
2006-11-07,252.39150
2006-11-08,253.23295
2006-11-09,264.48184
2006-11-10,262.09035
2006-11-13,251.90434
2006-11-14,256.42161
2006-11-15,256.73162
2006-11-16,263.50753
2006-11-17,252.48007
2006-11-20,254.11869
2006-11-21,263.64039
2006-11-22,259.78742
2006-11-23,264.39327
2006-11-24,268.91054
2006-11-27,268.02480
2006-11-28,271.12489
2006-11-29,275.15500
2006-11-30,285.03100
2006-12-01,286.71391
2006-12-04,283.30381
2006-12-05,281.88663
2006-12-06,282.10806
2006-12-07,279.76085
2006-12-08,281.97520
2006-12-11,277.19221
2006-12-12,277.14792
2006-12-13,274.09212
2006-12-14,278.34367
2006-12-15,278.60939
2006-12-18,278.16652
2006-12-19,275.42073
2006-12-20,279.58370
2006-12-21,275.15500
2006-12-22,274.22498
2006-12-25,.
2006-12-26,.
2006-12-27,268.82197
2006-12-28,263.10895
2006-12-29,261.11603
2007-01-01,.
2007-01-02,259.03454
2007-01-03,250.79717
2007-01-04,241.71833
2007-01-05,233.92383
2007-01-08,233.92383
2007-01-09,231.97520
2007-01-10,230.77945
2007-01-11,228.87511
2007-01-12,221.21346
2007-01-15,.
2007-01-16,227.10363
2007-01-17,226.70505
2007-01-18,225.11072
2007-01-19,231.57662
2007-01-22,240.65545
2007-01-23,238.83968
2007-01-24,244.06554
2007-01-25,246.54562
2007-01-26,244.86271
2007-01-29,242.29407
2007-01-30,242.20549
2007-01-31,250.31001
2007-02-01,251.28432
2007-02-02,252.12578
2007-02-05,259.83171
2007-02-06,257.04163
2007-02-07,258.41453
2007-02-08,253.49867
2007-02-09,253.36581
2007-02-12,245.88131
2007-02-13,248.53853
2007-02-14,243.79982
2007-02-15,240.25686
2007-02-16,251.46147
2007-02-19,.
2007-02-20,247.60850
2007-02-21,255.71302
2007-02-22,259.61027
2007-02-23,267.40478
2007-02-26,267.22764
2007-02-27,266.96191
2007-02-28,263.02037
2007-03-01,270.94774
2007-03-02,274.22498
2007-03-05,264.74756
2007-03-06,264.30469
2007-03-07,270.72631
2007-03-08,269.70771
2007-03-09,266.82905
2007-03-12,268.33481
2007-03-13,272.45350
2007-03-14,269.66342
2007-03-15,267.49336
2007-03-16,269.84057
2007-03-19,267.89194
2007-03-20,266.20903
2007-03-21,266.51904
2007-03-22,272.67493
2007-03-23,279.45084
2007-03-26,285.34101
2007-03-27,284.54384
2007-03-28,292.95837
2007-03-29,297.56422
2007-03-30,303.23295
2007-04-02,305.31444
2007-04-03,301.15146
2007-04-04,301.55004
2007-04-05,306.24446
2007-04-06,.
2007-04-09,.
2007-04-10,299.55713
2007-04-11,303.80868
2007-04-12,300.22143
2007-04-13,304.60585
2007-04-16,297.16563
2007-04-17,293.79982
2007-04-18,288.26395
2007-04-19,293.04694
2007-04-20,293.79982
2007-04-23,295.83702
2007-04-24,300.88574
2007-04-25,298.67139
2007-04-26,298.98140
2007-04-27,297.96280
2007-04-30,297.74136
2007-05-01,298.49424
2007-05-02,290.38973
2007-05-03,287.20106
2007-05-04,288.48539
2007-05-07,277.67936
2007-05-08,281.44376
2007-05-09,281.22232
2007-05-10,286.22675
2007-05-11,288.66253
2007-05-14,291.67405
2007-05-15,295.57130
2007-05-16,295.96988
2007-05-17,305.93446
2007-05-18,306.73162
2007-05-21,307.83880
2007-05-22,310.23029
2007-05-23,314.48184
2007-05-24,318.68911
2007-05-25,313.19752
2007-05-28,.
2007-05-29,306.95306
2007-05-30,299.55713
2007-05-31,301.94863
2007-06-01,304.03012
2007-06-04,313.99469
2007-06-05,316.03189
2007-06-06,316.65190
2007-06-07,320.46058
2007-06-08,310.18601
2007-06-11,304.91585
2007-06-12,303.63153
2007-06-13,306.64305
2007-06-14,315.23472
2007-06-15,317.22764
2007-06-18,320.32772
2007-06-19,319.61913
2007-06-20,312.44464
2007-06-21,318.02480
2007-06-22,319.04340
2007-06-25,316.03189
2007-06-26,316.25332
2007-06-27,318.15766
2007-06-28,318.68911
2007-06-29,319.84057
2007-07-02,322.85208
2007-07-03,328.87511
2007-07-04,.
2007-07-05,333.92383
2007-07-06,339.14969
2007-07-09,341.45261
2007-07-10,344.90700
2007-07-11,342.95837
2007-07-12,346.50133
2007-07-13,345.96988
2007-07-16,346.19132
2007-07-17,343.62267
2007-07-18,345.43844
2007-07-19,347.07706
2007-07-20,350.26572
2007-07-23,347.03277
2007-07-24,336.04960
2007-07-25,333.08237
2007-07-26,342.24978
2007-07-27,339.14969
2007-07-30,336.89105
2007-07-31,341.05403
2007-08-01,341.49690
2007-08-02,337.20106
2007-08-03,333.74668
2007-08-06,321.92205
2007-08-07,311.86891
2007-08-08,313.24181
2007-08-09,310.36315
2007-08-10,308.10452
2007-08-13,315.76616
2007-08-14,306.86448
2007-08-15,315.76616
2007-08-16,304.56156
2007-08-17,309.12312
2007-08-20,302.79008
2007-08-21,300.62002
2007-08-22,299.95571
2007-08-23,304.38441
2007-08-24,307.75022
2007-08-27,304.91585
2007-08-28,308.50310
2007-08-29,312.13463
2007-08-30,316.47476
2007-08-31,320.15058
2007-09-03,.
2007-09-04,328.69796
2007-09-05,330.91231
2007-09-06,337.51107
2007-09-07,332.50664
2007-09-10,332.01949
2007-09-11,337.59965
2007-09-12,341.67405
2007-09-13,344.72985
2007-09-14,346.63419
2007-09-17,345.39415
2007-09-18,341.00974
2007-09-19,347.51993
2007-09-20,347.56422
2007-09-21,349.46856
2007-09-24,344.86271
2007-09-25,340.21258
2007-09-26,337.51107
2007-09-27,349.33570
2007-09-28,358.59167
2007-10-01,346.89991
2007-10-02,340.43401
2007-10-03,344.55270
2007-10-04,344.72985
2007-10-05,350.08857
2007-10-08,340.74402
2007-10-09,344.64128
2007-10-10,344.77414
2007-10-11,357.97166
2007-10-12,357.92737
2007-10-15,365.36758
2007-10-16,373.91497
2007-10-17,377.50221
2007-10-18,376.57219
2007-10-19,373.11780
2007-10-22,366.34190
2007-10-23,364.52613
2007-10-24,369.66342
2007-10-25,378.21081
2007-10-26,375.15500
2007-10-29,398.00709
2007-10-30,398.00709
2007-10-31,398.00709
2007-11-01,400.17715
2007-11-02,407.92737
2007-11-05,408.14880
2007-11-06,416.25332
2007-11-07,420.06200
2007-11-08,418.06909
2007-11-09,408.85740
2007-11-12,405.49159
2007-11-13,394.55270
2007-11-14,401.81577
2007-11-15,400.00000
2007-11-16,407.39593
2007-11-19,405.62445
2007-11-20,416.87334
2007-11-21,420.59345
2007-11-22,.
2007-11-23,422.18778
2007-11-26,420.19486
2007-11-27,412.88751
2007-11-28,405.84588
2007-11-29,408.94597
2007-11-30,392.86980
2007-12-03,389.06112
2007-12-04,398.44996
2007-12-05,401.68291
2007-12-06,391.76262
2007-12-07,391.76262
2007-12-10,386.75819
2007-12-11,388.70682
2007-12-12,406.06732
2007-12-13,409.96457
2007-12-14,406.82019
2007-12-17,400.00000
2007-12-18,401.72719
2007-12-19,402.92294
2007-12-20,403.27724
2007-12-21,403.14438
2007-12-24,405.62445
2007-12-25,.
2007-12-26,.
2007-12-27,423.64925
2007-12-28,424.80071
2007-12-31,414.88043
2008-01-01,.
2008-01-02,429.62799
2008-01-03,436.00531
2008-01-04,429.00797
2008-01-07,417.13906
2008-01-08,426.79362
2008-01-09,428.52081
2008-01-10,410.98317
2008-01-11,406.82019
2008-01-14,410.00886
2008-01-15,402.43578
2008-01-16,390.16829
2008-01-17,393.97697
2008-01-18,397.07706
2008-01-21,.
2008-01-22,390.21258
2008-01-23,385.56244
2008-01-24,388.35252
2008-01-25,402.83437
2008-01-28,402.61293
2008-01-29,409.61027
2008-01-30,409.47741
2008-01-31,405.58016
2008-02-01,404.82728
2008-02-04,403.41010
2008-02-05,396.81134
2008-02-06,392.95837
2008-02-07,392.16120
2008-02-08,405.00443
2008-02-11,415.98760
2008-02-12,417.53764
2008-02-13,415.50044
2008-02-14,424.80071
2008-02-15,429.40655
2008-02-18,.
2008-02-19,429.71656
2008-02-20,433.48096
2008-02-21,431.88663
2008-02-22,425.46501
2008-02-25,431.48804
2008-02-26,438.66253
2008-02-27,435.25244
2008-02-28,442.11692
2008-02-29,446.85562
2008-03-03,450.97431
2008-03-04,436.66962
2008-03-05,447.07706
2008-03-06,458.23738
2008-03-07,463.50753
2008-03-10,466.47476
2008-03-11,472.89637
2008-03-12,478.25509
2008-03-13,483.52524
2008-03-14,483.43667
2008-03-17,462.40035
2008-03-18,466.56333
2008-03-19,454.60585
2008-03-20,441.89548
2008-03-21,.
2008-03-24,446.98849
2008-03-25,442.47121
2008-03-26,455.40301
2008-03-27,460.09743
2008-03-28,454.73871
2008-03-31,453.18866
2008-04-01,437.06820
2008-04-02,437.77679
2008-04-03,453.10009
2008-04-04,452.65722
2008-04-07,469.35341
2008-04-08,465.23472
2008-04-09,475.90788
2008-04-10,475.50930
2008-04-11,474.53499
2008-04-14,479.71656
2008-04-15,490.87688
2008-04-16,491.36404
2008-04-17,493.09123
2008-04-18,490.12400
2008-04-21,493.13552
2008-04-22,502.83437
2008-04-23,510.80602
2008-04-24,508.63596
2008-04-25,516.47476
2008-04-28,512.40035
2008-04-29,504.25155
2008-04-30,492.11692
2008-05-01,475.19929
2008-05-02,495.65988
2008-05-05,512.31178
2008-05-06,530.91231
2008-05-07,532.63950
2008-05-08,530.77945
2008-05-09,547.12135
2008-05-12,544.24269
2008-05-13,545.21701
2008-05-14,536.66962
2008-05-15,543.66696
2008-05-16,544.64128
2008-05-19,541.14260
2008-05-20,549.68999
2008-05-21,563.68468
2008-05-22,571.47919
2008-05-23,574.49070
2008-05-26,.
2008-05-27,570.94774
2008-05-28,570.99203
2008-05-29,572.76351
2008-05-30,566.20903
2008-06-02,569.08769
2008-06-03,559.25598
2008-06-04,539.06112
2008-06-05,541.89548
2008-06-06,588.17538
2008-06-09,595.34987
2008-06-10,598.93711
2008-06-11,595.74845
2008-06-12,585.07529
2008-06-13,594.72985
2008-06-16,593.00266
2008-06-17,581.35518
2008-06-18,571.83348
2008-06-19,583.87954
2008-06-20,594.68556
2008-06-23,595.83702
2008-06-24,599.51284
2008-06-25,582.77236
2008-06-26,605.93446
2008-06-27,617.27192
2008-06-30,612.93180
2008-07-01,622.98494
2008-07-02,625.50930
2008-07-03,637.51107
2008-07-04,.
2008-07-07,618.33481
2008-07-08,594.10983
2008-07-09,593.04694
2008-07-10,601.46147
2008-07-11,636.31532
2008-07-14,630.77945
2008-07-15,602.39150
2008-07-16,590.38973
2008-07-17,594.15412
2008-07-18,572.80779
2008-07-21,572.80779
2008-07-22,563.24181
2008-07-23,561.82462
2008-07-24,555.49159
2008-07-25,552.25864
2008-07-28,556.55447
2008-07-29,556.99734
2008-07-30,542.33835
2008-07-31,549.60142
2008-08-01,549.86714
2008-08-04,539.72542
2008-08-05,515.94331
2008-08-06,506.95306
2008-08-07,517.89194
2008-08-08,500.57573
2008-08-11,489.54827
2008-08-12,482.63950
2008-08-13,490.16829
2008-08-14,495.21701
2008-08-15,481.84234
2008-08-18,484.18955
2008-08-19,482.81665
2008-08-20,481.48804
2008-08-21,519.22055
2008-08-22,504.82728
2008-08-25,486.00531
2008-08-26,496.89991
2008-08-27,500.66430
2008-08-28,502.83437
2008-08-29,502.61293
2008-09-01,.
2008-09-02,464.74756
2008-09-03,460.05314
2008-09-04,457.97166
2008-09-05,453.98583
2008-09-08,447.65279
2008-09-09,438.17538
2008-09-10,425.15500
2008-09-11,425.19929
2008-09-12,417.93623
2008-09-15,400.57573
2008-09-16,380.20372
2008-09-17,381.26661
2008-09-18,402.52436
2008-09-19,413.90611
2008-09-22,444.77414
2008-09-23,446.05846
2008-09-24,452.12578
2008-09-25,444.86271
2008-09-26,446.76705
2008-09-29,424.97786
2008-09-30,414.17183
2008-10-01,408.28167
2008-10-02,393.62267
2008-10-03,393.93268
2008-10-06,375.15500
2008-10-07,368.33481
2008-10-08,357.70593
2008-10-09,361.60319
2008-10-10,330.29229
2008-10-13,329.36227
2008-10-14,332.06377
2008-10-15,296.10275
2008-10-16,284.05669
2008-10-17,292.51550
2008-10-20,298.71568
2008-10-21,292.24978
2008-10-22,278.78654
2008-10-23,288.13109
2008-10-24,268.24624
2008-10-27,262.79894
2008-10-28,260.71745
2008-10-29,283.43667
2008-10-30,269.53056
2008-10-31,265.72188
2008-11-03,267.13906
2008-11-04,278.03366
2008-11-05,270.54916
2008-11-06,248.62710
2008-11-07,251.72719
2008-11-10,252.79008
2008-11-11,242.51550
2008-11-12,232.37378
2008-11-13,227.28078
2008-11-14,224.53499
2008-11-17,225.06643
2008-11-18,217.44907
2008-11-19,214.12755
2008-11-20,202.79008
2008-11-21,198.89283
2008-11-24,219.26484
2008-11-25,210.40744
2008-11-26,218.73339
2008-11-27,.
2008-11-28,211.33747
2008-12-01,210.71745
2008-12-02,202.12578
2008-12-03,196.58990
2008-12-04,194.10983
2008-12-05,164.03897
2008-12-08,177.23649
2008-12-09,176.12932
2008-12-10,174.22498
2008-12-11,192.82551
